"packageId","cpId","qlId","taskKind","primaryQuestionId","primarySeed","primaryFingerprint","primaryStem","variantQuestionId","variantSeed","variantFingerprint","variantStem","sameStem"
"RAP-002","RAP-CP-007","RAP-QL-201","chainAlignment","RAP-CP-007:RAP-QL-201:rap-002:human-review:RAP-QL-201:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-201:0:RAP-CP-007:0","fnv1a-fbd2ca93","If A:B = 10:17, B:C = 17:14, and C:D = 8:16, find A:B:C:D.","RAP-CP-007:RAP-QL-201:rap-002:same-ql-diversity:RAP-QL-201:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-201:7:RAP-CP-007:0","fnv1a-88b3e7c7","If Group A:Group B = 12:14, Group B:Group C = 18:19, and Group C:Group D = 17:15, find Group A:Group B:Group C:Group D.","false"
"RAP-002","RAP-CP-007","RAP-QL-202","chainAlignment","RAP-CP-007:RAP-QL-202:rap-002:human-review:RAP-QL-202:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-202:0:RAP-CP-007:0","fnv1a-aa6d994e","The linked ratios are Group A:Group B = 6:16, Group B:Group C = 20:19, and Group C:Group D = 21:17. What is the combined ratio of all four?","RAP-CP-007:RAP-QL-202:rap-002:same-ql-diversity:RAP-QL-202:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-202:7:RAP-CP-007:0","fnv1a-427a7c9c","The linked ratios are A:B = 17:28, B:C = 14:24, and C:D = 15:27. What is the combined ratio of all four?","false"
"RAP-002","RAP-CP-007","RAP-QL-203","chainAlignment","RAP-CP-007:RAP-QL-203:rap-002:human-review:RAP-QL-203:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-203:0:RAP-CP-007:0","fnv1a-10d31aa6","A, B, C, and D are linked by ratios 19:13, 19:6, and 18:10 respectively. Find the common chain ratio.","RAP-CP-007:RAP-QL-203:rap-002:same-ql-diversity:RAP-QL-203:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-203:7:RAP-CP-007:0","fnv1a-cd9c015a","Group A, Group B, Group C, and Group D are linked by ratios 21:32, 22:20, and 26:22 respectively. Find the common chain ratio.","false"
"RAP-002","RAP-CP-007","RAP-QL-204","chainAlignment","RAP-CP-007:RAP-QL-204:rap-002:human-review:RAP-QL-204:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-204:0:RAP-CP-007:0","fnv1a-516d52e1","A four-part chain has Group A:Group B = 11:18, Group B:Group C = 10:12, and Group C:Group D = 8:19. Find the full chain ratio.","RAP-CP-007:RAP-QL-204:rap-002:same-ql-diversity:RAP-QL-204:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-204:7:RAP-CP-007:0","fnv1a-099ef3b2","A four-part chain has A:B = 17:15, B:C = 29:29, and C:D = 31:22. Find the full chain ratio.","false"
"RAP-002","RAP-CP-007","RAP-QL-205","extendedChainAlignment","RAP-CP-007:RAP-QL-205:rap-002:human-review:RAP-QL-205:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-205:0:RAP-CP-007:0","fnv1a-707c82be","Given A:B = 30:21, B:C = 22:19, and C:D = 4:28, find the ratio A:D.","RAP-CP-007:RAP-QL-205:rap-002:same-ql-diversity:RAP-QL-205:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-205:7:RAP-CP-007:0","fnv1a-d7edc7fa","Given Group A:Group B = 27:17, Group B:Group C = 23:23, and Group C:Group D = 19:27, find the ratio Group A:Group D.","false"
"RAP-002","RAP-CP-007","RAP-QL-206","extendedChainAlignment","RAP-CP-007:RAP-QL-206:rap-002:human-review:RAP-QL-206:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-206:0:RAP-CP-007:0","fnv1a-4b5918d7","After aligning Group A:Group B = 12:16, Group B:Group C = 23:18, and Group C:Group D = 20:30, what is the simplified ratio of Group B:Group D?","RAP-CP-007:RAP-QL-206:rap-002:same-ql-diversity:RAP-QL-206:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-206:7:RAP-CP-007:0","fnv1a-7dcb41cb","After aligning A:B = 27:31, B:C = 17:17, and C:D = 31:15, what is the simplified ratio of B:D?","false"
"RAP-002","RAP-CP-007","RAP-QL-207","extendedChainAlignment","RAP-CP-007:RAP-QL-207:rap-002:human-review:RAP-QL-207:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-207:0:RAP-CP-007:0","fnv1a-42cea195","A compound ratio chain has A:B = 20:20, B:C = 22:28, and C:D = 28:16. Find A:C.","RAP-CP-007:RAP-QL-207:rap-002:same-ql-diversity:RAP-QL-207:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-207:7:RAP-CP-007:0","fnv1a-24d7a25d","A compound ratio chain has Group A:Group B = 23:15, Group B:Group C = 35:21, and Group C:Group D = 30:35. Find Group A:Group C.","false"
"RAP-002","RAP-CP-007","RAP-QL-208","extendedChainAlignment","RAP-CP-007:RAP-QL-208:rap-002:human-review:RAP-QL-208:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-208:0:RAP-CP-007:0","fnv1a-e3af53f1","Use the linked ratios 20:24, 6:12, and 18:16 for Group A:Group B, Group B:Group C, and Group C:Group D. Find Group B:Group D.","RAP-CP-007:RAP-QL-208:rap-002:same-ql-diversity:RAP-QL-208:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-208:7:RAP-CP-007:0","fnv1a-b583d1f8","Use the linked ratios 37:21, 21:15, and 21:29 for A:B, B:C, and C:D. Find A:C.","false"
"RAP-002","RAP-CP-007","RAP-QL-209","missingChainRatio","RAP-CP-007:RAP-QL-209:rap-002:human-review:RAP-QL-209:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-209:0:RAP-CP-007:0","fnv1a-a431618a","If A:B = 6:6, B:C = 30:16, and the simplified ratio A:C is 15:8, find the aligned value of B.","RAP-CP-007:RAP-QL-209:rap-002:same-ql-diversity:RAP-QL-209:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-209:7:RAP-CP-007:0","fnv1a-9eeca71d","If Group A:Group B = 29:33, Group B:Group C = 15:43, and the simplified ratio Group A:Group C is 145:473, find the aligned value of Group B.","false"
"RAP-002","RAP-CP-007","RAP-QL-210","missingChainRatio","RAP-CP-007:RAP-QL-210:rap-002:human-review:RAP-QL-210:0:RAP-CP-007:0","rap-002:human-review:RAP-QL-210:0:RAP-CP-007:0","fnv1a-6d58c501","A chain gives A:B as 12:30 and B:C as 12:8. If A:C becomes 3:5, what is the common scaled value of B?","RAP-CP-007:RAP-QL-210:rap-002:same-ql-diversity:RAP-QL-210:7:RAP-CP-007:0","rap-002:same-ql-diversity:RAP-QL-210:7:RAP-CP-007:0","fnv1a-6806f633","A chain gives Group A:Group B as 28:33 and Group B:Group C as 19:21. If Group A:Group C becomes 76:99, what is the common scaled value of Group B?","false"
