"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:0","CP-009","Medium","Direct Reconstruction","QL-029","ES-001","Dividend = ?

Divisor = 43

Quotient = 327

Remainder = 32","14093","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

14093","43","32","327","14093","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:1","CP-009","Easy","Direct Reconstruction","QL-029","ES-002","Dividend = ?

Divisor = 5

Quotient = 31

Remainder = 2","157","Apply the division formula.

Answer:

157","5","2","31","157","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:2","CP-009","Hard","Direct Reconstruction","QL-028","ES-001","Determine the missing dividend when divisor = 66, quotient = 3130, and remainder = 27.","206607","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

206607","66","27","3130","206607","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:3","CP-009","Medium","Direct Reconstruction","QL-029","ES-002","Dividend = ?

Divisor = 9

Quotient = 223

Remainder = 3","2010","Apply the division formula.

Answer:

2010","9","3","223","2010","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:4","CP-009","Easy","Direct Reconstruction","QL-029","ES-001","Dividend = ?

Divisor = 4

Quotient = 10

Remainder = 3","43","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

43","4","3","10","43","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:5","CP-009","Medium","Direct Reconstruction","QL-028","ES-002","Determine the missing dividend when divisor = 43, quotient = 344, and remainder = 6.","14798","Apply the division formula.

Answer:

14798","43","6","344","14798","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:6","CP-009","Medium","Direct Reconstruction","QL-027","ES-002","Find the dividend if divisor = 2, quotient = 474, and remainder = 1.","949","Apply the division formula.

Answer:

949","2","1","474","949","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:7","CP-009","Easy","Direct Reconstruction","QL-027","ES-001","Find the dividend if divisor = 8, quotient = 49, and remainder = 6.","398","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

398","8","6","49","398","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:8","CP-009","Hard","Direct Reconstruction","QL-027","ES-002","Find the dividend if divisor = 87, quotient = 129, and remainder = 17.","11240","Apply the division formula.

Answer:

11240","87","17","129","11240","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:9","CP-009","Medium","Direct Reconstruction","QL-028","ES-001","Determine the missing dividend when divisor = 46, quotient = 148, and remainder = 0.","6808","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

6808","46","0","148","6808","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:10","CP-009","Medium","Direct Reconstruction","QL-029","ES-001","Dividend = ?

Divisor = 43

Quotient = 132

Remainder = 18","5694","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

5694","43","18","132","5694","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:11","CP-009","Medium","Direct Reconstruction","QL-029","ES-001","Dividend = ?

Divisor = 45

Quotient = 342

Remainder = 1","15391","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

15391","45","1","342","15391","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:12","CP-009","Easy","Direct Reconstruction","QL-028","ES-001","Determine the missing dividend when divisor = 17, quotient = 41, and remainder = 2.","699","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

699","17","2","41","699","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:13","CP-009","Easy","Direct Reconstruction","QL-029","ES-002","Dividend = ?

Divisor = 11

Quotient = 36

Remainder = 6","402","Apply the division formula.

Answer:

402","11","6","36","402","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:14","CP-009","Hard","Direct Reconstruction","QL-028","ES-002","Determine the missing dividend when divisor = 38, quotient = 1401, and remainder = 20.","53258","Apply the division formula.

Answer:

53258","38","20","1401","53258","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:15","CP-009","Easy","Direct Reconstruction","QL-027","ES-002","Find the dividend if divisor = 12, quotient = 30, and remainder = 5.","365","Apply the division formula.

Answer:

365","12","5","30","365","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:16","CP-009","Hard","Direct Reconstruction","QL-027","ES-002","Find the dividend if divisor = 50, quotient = 4713, and remainder = 44.","235694","Apply the division formula.

Answer:

235694","50","44","4713","235694","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:17","CP-009","Hard","Direct Reconstruction","QL-027","ES-002","Find the dividend if divisor = 84, quotient = 3825, and remainder = 47.","321347","Apply the division formula.

Answer:

321347","84","47","3825","321347","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:18","CP-009","Easy","Direct Reconstruction","QL-028","ES-002","Determine the missing dividend when divisor = 6, quotient = 41, and remainder = 4.","250","Apply the division formula.

Answer:

250","6","4","41","250","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:19","CP-009","Medium","Direct Reconstruction","QL-028","ES-001","Determine the missing dividend when divisor = 16, quotient = 86, and remainder = 9.","1385","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

1385","16","9","86","1385","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:20","CP-009","Hard","Direct Reconstruction","QL-029","ES-002","Dividend = ?

Divisor = 58

Quotient = 4876

Remainder = 43","282851","Apply the division formula.

Answer:

282851","58","43","4876","282851","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:21","CP-009","Hard","Direct Reconstruction","QL-027","ES-001","Find the dividend if divisor = 63, quotient = 2608, and remainder = 56.","164360","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

164360","63","56","2608","164360","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:22","CP-009","Hard","Direct Reconstruction","QL-029","ES-002","Dividend = ?

Divisor = 81

Quotient = 1690

Remainder = 48","136938","Apply the division formula.

Answer:

136938","81","48","1690","136938","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:23","CP-009","Medium","Direct Reconstruction","QL-027","ES-001","Find the dividend if divisor = 5, quotient = 225, and remainder = 1.","1126","Dividend = Divisor * Quotient + Remainder

Substitute the values.

Answer:

1126","5","1","225","1126","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:24","CP-009","Medium","Direct Reconstruction","QL-028","ES-002","Determine the missing dividend when divisor = 32, quotient = 408, and remainder = 21.","13077","Apply the division formula.

Answer:

13077","32","21","408","13077","",""
"NS-REM-002:CP-009:NS-REM-002-HUMAN-REVIEW-500:CP-009:25","CP-009","Hard","Direct Reconstruction","QL-027","ES-002","Find the dividend if divisor = 17, quotient = 4813, and remainder = 16.","81837","Apply the division formula.

Answer:

81837","17","16","4813","81837","",""
