packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-001,RAP-QL-001,simpleLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-002,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-003,ratioTreeLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-004,scalingByComponent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-006,decimalNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-101,simpleLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-102,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-103,ratioTreeLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-104,scalingByComponent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-201,simpleLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-202,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-203,ratioTreeLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-204,scalingByComponent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-206,decimalNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-301,simpleLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-302,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-303,ratioTreeLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-304,scalingByComponent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-401,simpleLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-402,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-403,ratioTreeLinkage,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-404,scalingByComponent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-502,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-602,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-702,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-802,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-902,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-1002,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-1102,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-1202,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-1302,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-001,RAP-QL-1402,ratioNormalization,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
