packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-003,RAP-QL-1201,denominationTotalValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1202,denominationCountsFromValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1203,denominationTargetCount,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1204,denominationSwapValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1205,denominationTotalValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1206,denominationCountsFromValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1207,denominationCountsFromValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1208,denominationCountsFromValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1209,denominationTargetCount,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1210,denominationTotalCountFromValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1211,denominationTotalValueFromTotalCount,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1212,denominationValueRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1213,denominationSwapValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1214,denominationAverageValue,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1215,denominationFourTypeTotalCount,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1216,denominationMissingRatioPart,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1217,ticketValueSystem,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1218,marksPerQuestionType,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
