packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-003,RAP-QL-801,partnershipProfitShare,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-802,partnershipJoiningPartnerProfit,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-803,partnershipMidPeriodChange,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-804,partnershipProfitShare,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-805,partnershipJoiningPartnerProfit,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-806,partnershipLeavingPartnerProfit,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-807,partnershipMidPeriodChangeBoth,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-808,partnershipSalaryThenProfitShare,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,salary and profit share separated
RAP-003,RAP-QL-809,partnershipProfitFromKnownShare,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-810,partnershipCapitalRatioTimeRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-811,partnershipLossShare,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-812,workContributionShare,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-813,partnershipNewPartnerCapital,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,partnership algebra restored
RAP-003,RAP-QL-814,partnershipTimeFromProfitRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-815,partnershipTargetPartnerShareFromRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-816,partnershipRemainingProfitAfterCommission,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
