packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-003,RAP-QL-901,agePresentFromFutureRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-902,agePresentFromFutureRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-903,agePresentFromPastRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-904,ageYearsToReachRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-905,ageFromDifferenceAndRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-906,ageYearsToReachRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-907,ageFromSumAndRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-908,ageFutureRatioFromPresent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-909,agePastRatioFromPresent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-910,ageThreePersonSumRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-911,agePresentFromFutureRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-912,agePresentFromFutureRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-913,agePresentFromPastRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-914,agePresentFromPastRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-915,ageYearsToReachPastRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,past-age subtraction fixed
RAP-003,RAP-QL-916,ageFromDifferenceAndRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-917,ageFromDifferenceAndRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-918,ageFromSumAndRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-919,ageThreePersonSumRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-920,ageThreePersonKnownAge,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-921,ageAverageAndRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-922,ageAverageThreePersonRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-923,ageFutureSumAndPresentRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-924,agePastSumAndPresentRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-925,ageFutureRatioFromPresent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-926,agePastRatioFromPresent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-927,ageDoubleHalfWording,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-928,agePresentFromFutureRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-929,agePresentFromPastRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-930,agePresentFromFutureRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
