packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-003,RAP-QL-1401,populationCrossTabCellCount,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1402,populationTotalLiterate,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1403,populationLiteracyPercent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1404,populationCellRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,population ratio cells fixed
RAP-003,RAP-QL-1405,populationTotalIlliterate,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1406,populationLiteracyPercent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1407,populationCrossTabCellCount,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1408,populationTotalLiterate,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1409,populationTotalIlliterate,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1410,populationCellRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1411,populationCellPercentOfTotal,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,illiterate-male cell fixed
RAP-003,RAP-QL-1412,populationRecoverTotalFromCell,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1413,populationMissingRowTotal,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1414,populationDifferenceBetweenCells,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,population difference cells fixed
RAP-003,RAP-QL-1415,populationSumOfSelectedCells,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,population sum cells fixed
RAP-003,RAP-QL-1416,populationThreeRows,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1417,populationMiniCaseletQuestion1,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1418,populationMiniCaseletQuestion2,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1419,populationColumnRatioGiven,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1420,populationTableValidationTrap,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
