packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-003,RAP-QL-951,incomeExpenditureSavingsRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-952,incomeExpenditureEqualSavings,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-953,incomeFromSavingsRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-954,expenditureFromSavingsRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-955,incomeExpenditureSavingsRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-957,incomeExpenditureEqualSavings,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-958,incomeFromSavingsRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,income ratio variant fixed
RAP-003,RAP-QL-959,expenditureFromSavingsRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,expenditure ratio variant fixed
RAP-003,RAP-QL-960,incomeExpenseDifferenceSavings,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-961,incomeExpenseSumSavings,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-962,incomeExpenseOneSavesPercent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-963,incomeExpenseFindSavingsPercent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-964,familyIncomeExpenditure,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-965,salarySpendingSavings,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-966,shopRevenueCostProfit,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-967,equalIncomeDifferentExpense,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-968,equalExpenseDifferentIncome,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-969,pocketMoneySpending,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-970,givenOneSavesMore,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-971,givenOneSpendsMore,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-972,incomeExpenseTotalIncome,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-973,incomeExpenseTotalExpense,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-974,incomeExpenseSavingsComparison,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
