packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-003,RAP-QL-1101,replacementFinalRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1102,replacementFinalQuantity,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1103,replacementIterationsFromFinalRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1104,replacementFinalRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1105,replacementFinalQuantity,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1106,replacementFinalRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1107,replacementFinalQuantity,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1108,replacementAddedLiquidQuantity,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1109,replacementOriginalPercentRemaining,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1110,replacementIterationsFromFinalRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1111,replacementRemovedVolumeFromFinalRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1112,replacementDifferentRounds,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1113,replacementFinalRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1114,replacementFinalQuantity,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1115,replacementTankSolution,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1116,replacementInventoryAnalogy,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1117,replacementInitialFromFinalQuantity,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1118,replacementFinalAfterFractionRemoval,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1119,replacementStrengthAfterRounds,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
