packageId,qlId,taskKind,stemVerdict,explanationVerdict,mathVerdict,optionVerdict,assistantStatus,humanStatus,notes
RAP-003,RAP-QL-1001,alloyMixingRatioFromTarget,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1002,alloyTargetComponentFromMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1003,alloyThreeSourceEqualMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1004,alloyMixingRatioFromTarget,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1005,alloyTargetComponentFromMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1006,alloyMixingRatioFromTarget,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1007,alloyMixingRatioFromTarget,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1008,alloyTargetComponentFromMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1009,weightedAverageGroup,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1010,weightedAverageGroup,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1011,weightedAverageGroup,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1012,alloyMissingQuantity,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1013,alloyMissingSourcePercent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1014,alloyTargetFromThreeSources,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1015,alloyThreeSourceEqualMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1016,alloyPureAndImpureMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1017,alloyZeroComponentMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1018,weightedProfitPercentMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1019,weightedDiscountMix,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1020,sugarSolutionConcentration,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1021,averagePriceFromRatio,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1022,mixingRatioFromAveragePrice,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1023,marksAverageMixture,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1024,reverseWeightedAverageCount,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1025,reverseWeightedAverageGroupAvg,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1026,alloyTargetExactlyMidpoint,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1027,alloyNonMidpointTrap,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1028,alloyReplaceToTarget,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
RAP-003,RAP-QL-1029,alloyRatioToFinalPercent,PASS,PASS,PASS_12,PASS_12,REVIEWED_PASS,PENDING,
